pert_iname,n_signatures,n_cell_lines,cell_lines
phenformin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phenprocoumon,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phensuximide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phentermine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phentolamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phenylacetylglutamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phenylbutazone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phenylbutyrate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phenylephrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phenytoin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
phorbol-myristate-acetate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
physostigmine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pibenzimol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
piclamilast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
picolinic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
picotamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pidotimod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
piketoprofen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pilaralisib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pilocarpine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pimavanserin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pimecrolimus,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pimobendan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pimozide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pinacidil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pinaverium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pindolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pinitol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pioglitazone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
piperidolate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
piracetam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pirenoxine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pirenzepine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
piretanide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pirfenidone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
piribedil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
piroxicam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pitavastatin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
podophyllotoxin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pomalidomide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ponatinib,109,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
potassium-canrenoate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pralatrexate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pramipexole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pranlukast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pravastatin,48,8,A375|HA1E|HELA|HT29|MCF7|NPC|PC3|YAPC
praziquantel,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
prazosin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
prednisone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pregnenolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
preladenant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
primaquine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
primidone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pritelivir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
probenecid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
probucol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
procainamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
procaine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
prochlorperazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
progesterone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
proglumide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
proguanil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
propafenone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
propentofylline,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
propranolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
propylthiouracil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
protirelin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
protriptyline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pterostilbene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pyrazinamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pyrazinoylguanidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
pyrazolanthrone,120,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
pyrimethamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
quercetin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
quetiapine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
quiflapon,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
quinapril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
quinidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
quinine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
quizartinib,174,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
r(-)-apomorphine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rabeprazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
racecadotril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
raclopride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
radezolid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
radicicol,252,15,A375|A549|BT20|HA1E|HCC515|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3
raloxifene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
raltegravir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ramatroban,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ramelteon,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ramipril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ranitidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ranolazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rasagiline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rebamipide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rebastinib,132,22,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
reboxetine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
refametinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
regadenoson,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
regorafenib,156,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
relcovaptan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
repaglinide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
reparixin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
resatorvid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
reserpine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
resiquimod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
resminostat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
resorcinol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
resveratrol,171,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
retapamulin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
retigabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ribavirin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rifabutin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rifaximin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rigosertib,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
rilmenidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rilpivirine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
riluzole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rimantadine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rimcazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rimexolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rimonabant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
riociguat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ripasudil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
risperidone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ritodrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ritonavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rivaroxaban,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rizatriptan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rociletinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rocuronium,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
roflumilast,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rolipram,56,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
romidepsin,38,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rondual-kinase-inhibitor,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
ropinirole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
roquinimex,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
roscovitine,170,16,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|NPC.TAK|PC3|SKBR3|YAPC
rosiglitazone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rosuvastatin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rotigotine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rottlerin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rotundine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
roxithromycin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rucaparib,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
rucinol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rufinamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rupatadine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
rutin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ruxolitinib,129,14,A375|A549|BT20|HA1E|HCC515|HEPG2|HS578T|HT29|MCF10A|MCF7|MDAMB231|NPC.TAK|PC3|SKBR3
sacubitril,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
safinamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
safingol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
salermide,15,5,A375|A549|MCF7|NPC.TAK|PC3
salirasib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
salvinorin-a,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
saquinavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
saracatinib,290,27,A375|A549|ASC|ASC.C|BT20|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|HUVEC|LNCAP|MCF10A|MCF7|MDAMB231|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKBR3|SKL|SKL.C|YAPC
sarcosine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sarsagenin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sasapyrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
saxagliptin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sch 900776,6,2,A375|NPC
scopolamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
secnidazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
selamectin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
selegiline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
selinexor,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
selumetinib,186,18,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|NPC|PC3|SKBR3|YAPC
semagacestat,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
semaxanib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
senicapoc,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
seocalcitol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
serdemetan,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
sertaconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sertindole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sertraline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
setiptiline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
siguazodan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sildenafil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
simeprevir,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
simvastatin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
siramesine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sirolimus,255,30,A375|A549|ASC|ASC.C|BT20|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|HUES3|HUVEC|JURKAT|LNCAP|MCF10A|MCF7|MDAMB231|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKBR3|SKL|SKL.C|YAPC
sitagliptin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
smer-3,15,5,A375|A549|MCF7|NPC.TAK|PC3
sobetirome,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sodium-gualenate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sodium-tanshinone-ii-a-sulfonate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sofalcone,38,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
solifenacin-succinate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sorafenib,180,17,A375|A549|BT20|HA1E|HCC515|HELA|HEPG2|HME1|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3|YAPC
sorbinil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sotalol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sotrastaurin,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
sparfloxacin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
spironolactone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
staurosporine,33,6,A375|A549|MCF7|NPC|NPC.TAK|PC3
stavudine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sufentanil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulbactam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulbutiamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulfadoxine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulfafurazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulfasalazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulforaphane,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulmazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sulpiride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sumatriptan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
sunitinib,130,22,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
suprofen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
suvorexant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
swainsonine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tacalcitol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tacedinaline,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
tacrine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tacrolimus,57,9,A375|A549|HA1E|HELA|HT29|MCF7|NPC.TAK|PC3|YAPC
tadalafil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tafamidis-meglumine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tagatose,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
taladegib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
talazoparib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
talinolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
talmapimod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
talnetant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
taltirelin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tamibarotene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tamoxifen,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tamsulosin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tanaproget,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tandutinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tanespimycin,59,21,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
taranabant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
targinine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
taselisib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tasisulam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tasquinimod,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tazarotene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tazobactam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tebipenem,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tecastemizole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tedizolid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tegobuvir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
telatinib,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
telbivudine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
telcagepant,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
telmesteine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
telmisartan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
telotristat,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
temazepam,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
temoporfin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
temozolomide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
temsirolimus,84,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
teneligliptin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tenidap,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
terbinafine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
teriflunomide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
teroxirone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tesaglitazar,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
testosterone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tetrabenazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tetracaine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tetradecylthioacetic-acid,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tetrahydrouridine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tetrindole,41,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
thalidomide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
theobromine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
theophylline,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
thiocolchicoside,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
thioctic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
thioguanine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
thiomersal,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
thioridazine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
thiothixene,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tiabendazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tiagabine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tiapride,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tibolone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ticagrelor,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
ticlopidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tie2-kinase-inhibitor,114,19,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C
tiludronate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
timofibrate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
timolol,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
timonacic,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tioconazole,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tioguanine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tipifarnib-P2,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tipiracil,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tipranavir,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tirapazamine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tirasemtiv,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tirofiban,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tivantinib,174,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
tivozanib,174,24,A375|A549|ASC|ASC.C|CD34|HA1E|HCC515|HELA|HEPG2|HME1|HT29|HUES3|HUVEC|JURKAT|MCF7|MNEU.E|NEU|NPC|NPC.CAS9|NPC.TAK|PC3|SKL|SKL.C|YAPC
tizanidine,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tobramycin,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tofacitinib,48,8,A375|HA1E|HELA|HT29|MCF7|NPC|PC3|YAPC
tolazamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tolbutamide,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tolcapone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tolfenamic-acid,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tolimidone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tolnaftate,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tolperisone,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
tolvaptan,42,7,A375|HA1E|HELA|HT29|MCF7|PC3|YAPC
